product_price,customer_purchase_history,review_rating,delivery_time_days,discount_percentage,previous_returns,days_since_purchase,returned,product_category,size_ordered
118,0,1.0,4,62,6,30,0,Clothing,XL
149,0,5.0,8,40,0,1,0,Clothing,L
108,26,1.0,8,76,4,17,0,Clothing,XL
79,42,1.0,8,68,12,30,0,Home_Decor,M
86,0,2.6,4,40,0,26,0,Clothing,S
198,0,1.0,10,40,0,15,0,Clothing,L
40,0,5.0,4,40,5,13,0,Home_Decor,M
17,4,1.6,10,80,7,30,1,Clothing,M
10,2,4.0,12,80,0,17,1,Clothing,M
33,6,3.8,4,70,3,5,1,Clothing,M
74,0,3.6,6,40,0,24,0,Clothing,L
149,0,1.0,7,40,0,30,0,Electronics,XS
159,0,2.2,7,40,3,6,0,Electronics,XXL
133,0,2.9,8,80,2,27,0,Beauty,XL
52,28,1.4,4,60,2,1,1,Electronics,XL
148,0,5.0,1,80,0,7,1,Clothing,M
107,0,3.3,3,40,1,24,0,Sports,M
50,17,4.8,10,64,8,1,1,Clothing,XL
43,0,5.0,2,40,1,13,0,Clothing,XL
130,7,2.0,5,54,3,7,0,Clothing,L
140,0,4.6,12,40,0,1,0,Clothing,M
43,8,3.1,6,80,5,10,1,Home_Decor,L
114,0,1.0,4,80,9,30,0,Clothing,L
159,6,1.0,5,52,10,18,1,Clothing,M
104,38,1.0,9,40,10,1,0,Clothing,L
10,17,2.6,8,80,4,13,1,Clothing,XL
76,0,3.1,8,80,4,26,0,Clothing,L
247,31,1.0,12,40,6,5,0,Electronics,M
119,9,1.5,6,54,3,9,0,Clothing,L
81,0,2.7,6,80,3,30,0,Home_Decor,XXL
125,16,1.0,9,80,6,21,0,Clothing,L
117,0,5.0,1,80,3,22,1,Clothing,L
116,32,1.0,9,80,5,18,0,Electronics,L
208,22,1.0,8,80,11,30,0,Home_Decor,L
218,1,1.0,9,40,0,14,0,Clothing,L
52,0,4.1,5,80,8,23,1,Electronics,M
104,12,1.0,2,47,0,17,1,Beauty,M
118,0,5.0,1,40,5,2,0,Beauty,M
114,17,1.0,9,80,5,19,0,Electronics,XS
79,4,1.5,12,40,1,14,0,Electronics,S
121,8,1.0,10,74,1,30,0,Clothing,S
103,0,2.7,1,72,3,30,1,Home_Decor,XL
84,0,2.8,7,80,2,30,0,Clothing,M
259,19,1.0,1,80,1,21,1,Beauty,S
113,0,3.2,5,80,6,28,1,Clothing,S
170,9,1.0,5,80,8,23,0,Clothing,L
61,9,1.7,7,73,8,14,1,Clothing,XS
45,5,1.0,4,80,0,30,1,Clothing,M
49,0,5.0,7,40,0,1,0,Clothing,S
145,30,1.0,5,40,4,1,0,Clothing,XL
118,1,1.0,8,40,5,26,0,Home_Decor,XL
118,0,2.4,12,40,0,19,0,Electronics,XL
84,0,1.0,2,80,12,30,0,Clothing,M
159,19,1.0,4,80,1,10,0,Electronics,L
125,0,1.0,4,44,4,30,0,Clothing,L
92,0,5.0,5,40,3,8,0,Clothing,M
62,32,1.0,5,40,8,1,1,Electronics,M
107,0,5.0,8,40,5,1,0,Home_Decor,XS
158,10,1.0,6,80,4,18,0,Clothing,L
128,4,1.0,11,40,4,16,0,Clothing,S
93,18,1.0,9,80,7,30,0,Clothing,M
32,10,2.5,9,40,5,6,1,Clothing,M
58,0,5.0,7,40,0,4,0,Clothing,L
133,0,2.3,3,59,7,13,0,Beauty,XL
154,27,1.0,5,40,5,3,0,Home_Decor,L
110,0,4.3,7,40,0,12,0,Electronics,L
80,24,1.0,10,69,6,22,0,Clothing,M
163,0,2.8,11,40,0,7,0,Home_Decor,S
103,0,3.9,9,80,3,21,0,Clothing,M
155,30,1.0,2,40,3,1,0,Clothing,XL
134,19,1.0,8,79,4,13,0,Clothing,NA
118,24,1.0,3,40,3,1,0,Electronics,L
74,5,2.2,3,40,2,7,0,Sports,S
116,20,1.0,6,80,2,15,0,Clothing,S
56,25,1.0,5,80,0,30,1,Clothing,M
149,13,1.0,4,80,11,30,0,Clothing,XL
96,0,3.0,9,40,10,14,1,Home_Decor,L
110,0,4.6,3,80,1,22,1,Clothing,XL
60,21,1.0,5,56,0,17,1,Clothing,L
147,0,4.2,12,40,0,1,0,Electronics,S
10,0,3.2,9,80,0,30,1,Clothing,S
81,0,5.0,1,49,0,1,1,Clothing,XS
74,11,1.9,5,54,5,8,1,Clothing,L
95,0,3.3,6,40,2,19,0,Electronics,S
141,0,4.1,9,80,0,14,0,Clothing,L
81,10,1.0,8,80,3,25,0,Beauty,L
148,25,1.0,12,66,4,30,0,Electronics,M
139,21,1.0,12,70,7,30,0,Clothing,S
79,9,1.0,8,80,3,27,0,Clothing,S
100,23,1.0,8,44,6,14,0,Clothing,L
186,14,1.0,12,40,8,12,0,Clothing,M
109,37,1.0,6,40,7,7,0,Sports,M
155,18,1.0,5,64,4,23,1,Home_Decor,XL
181,21,1.0,6,78,11,30,0,Clothing,L
59,0,5.0,2,80,0,10,1,Clothing,M
97,25,1.0,8,75,7,23,0,Clothing,L
133,32,1.0,6,80,8,20,0,Clothing,XL
30,18,1.0,12,80,15,23,1,Clothing,L
146,29,1.0,11,80,9,30,0,Clothing,M
113,45,1.0,5,40,6,2,0,Beauty,M
166,0,5.0,6,80,0,16,0,Clothing,L
173,0,2.5,5,40,14,1,1,Clothing,M
111,0,5.0,1,80,0,13,1,Sports,L
113,18,1.0,4,40,2,1,0,Clothing,XL
38,0,5.0,1,40,0,19,0,Clothing,XL
45,36,1.0,11,40,8,1,1,Clothing,M
88,14,1.0,8,80,5,26,0,Clothing,S
62,3,5.0,6,80,13,1,1,Beauty,M
108,0,5.0,7,80,0,17,0,Sports,L
70,0,5.0,3,78,4,10,1,Sports,M
48,0,5.0,1,80,0,11,1,Home_Decor,S
134,16,1.6,6,40,3,1,0,Clothing,S
101,0,3.5,4,41,8,14,1,Sports,M
105,16,1.0,8,80,7,27,0,Beauty,S
66,21,1.0,5,40,0,26,1,Clothing,S
157,0,3.7,1,74,5,12,1,Clothing,L
28,25,1.0,8,76,3,12,1,Clothing,XS
107,0,3.2,2,40,0,30,0,Clothing,S
97,0,5.0,4,40,3,4,0,Clothing,XL
208,0,2.5,9,40,0,1,0,Sports,XL
71,0,3.1,8,80,4,25,0,Sports,M
23,0,4.8,8,80,5,14,1,Clothing,S
62,0,5.0,2,79,0,1,1,Clothing,L
115,0,2.9,7,49,7,17,1,Home_Decor,M
72,31,1.0,12,60,9,23,0,Electronics,XS
96,0,2.6,2,71,9,25,0,Clothing,S
66,13,2.2,1,75,0,9,1,Electronics,S
129,14,1.0,9,80,3,19,0,Sports,L
59,15,1.0,9,49,3,20,1,Sports,XL
133,0,1.5,9,40,0,23,0,Clothing,L
135,18,1.0,4,51,2,6,0,Clothing,M
94,43,1.0,5,40,7,1,0,Sports,M
10,9,4.1,4,80,1,12,1,Clothing,L
170,0,1.9,1,80,11,20,0,Electronics,M
49,2,1.2,9,69,6,27,1,Clothing,S
61,0,1.0,8,80,5,30,0,Clothing,L
10,0,4.6,12,80,1,25,1,Clothing,XL
141,3,3.2,4,57,0,2,0,Clothing,M
135,15,1.5,4,62,0,5,0,Sports,XL
84,0,5.0,6,40,0,1,0,Clothing,M
135,3,3.1,7,40,12,1,0,Sports,M
13,0,5.0,7,40,2,1,1,Sports,XS
111,0,5.0,9,40,3,1,0,Clothing,L
144,0,1.0,2,61,13,26,0,Electronics,L
55,0,5.0,5,40,0,1,0,Clothing,L
153,23,1.0,4,40,2,1,0,Home_Decor,S
95,21,1.0,12,80,7,30,0,Clothing,S
164,0,3.2,5,40,5,4,0,Clothing,L
73,3,1.2,12,64,11,22,1,Clothing,M
203,16,3.0,3,40,0,1,0,Electronics,M
95,19,1.0,8,80,5,23,0,Sports,XXL
118,8,1.0,10,80,7,30,0,Clothing,L
153,9,2.3,6,45,2,1,0,Clothing,M
120,0,3.9,8,80,0,27,0,Clothing,XS
138,22,1.1,1,65,0,1,1,Home_Decor,XS
113,0,3.1,7,80,3,19,0,Clothing,L
90,0,5.0,4,70,5,12,1,Electronics,XL
99,13,1.0,9,80,3,30,0,Clothing,L
78,4,1.1,10,80,5,30,1,Clothing,M
128,0,3.9,10,40,0,1,0,Home_Decor,XS
127,30,1.0,6,40,5,7,0,Home_Decor,XXL
124,0,1.0,7,40,2,30,0,Home_Decor,XXL
154,0,1.7,1,40,4,30,0,Clothing,M
156,50,1.0,5,40,9,3,0,Sports,XS
43,0,2.4,5,52,5,30,0,Clothing,M
55,11,1.0,5,80,6,30,1,Sports,XL
94,37,1.0,5,40,2,1,1,Clothing,L
66,5,2.0,2,72,4,16,1,Clothing,L
38,0,1.1,12,80,7,30,0,Clothing,S
42,0,5.0,1,80,0,28,1,Clothing,S
146,0,4.5,3,40,5,6,0,Clothing,S
90,3,1.9,3,66,3,16,1,Sports,XL
27,5,4.7,9,62,0,1,1,Electronics,M
73,1,1.7,12,40,1,16,0,Beauty,L
95,6,1.0,10,40,3,24,0,Clothing,S
46,0,4.6,3,47,3,28,0,Clothing,XL
72,1,3.3,1,80,2,12,1,Sports,XL
61,2,3.5,7,80,6,12,1,Clothing,S
169,25,1.0,1,80,9,22,1,Clothing,XL
185,10,1.0,10,40,5,16,0,Sports,M
181,0,3.1,1,80,8,29,1,Clothing,S
137,14,1.0,9,80,6,30,0,Clothing,M
117,3,1.0,12,80,6,30,0,Sports,XL
192,12,2.8,3,40,0,1,1,Clothing,XL
116,0,1.4,6,40,2,30,0,Sports,M
33,0,4.9,3,48,4,21,0,Clothing,L
111,0,4.0,6,40,7,1,0,Electronics,L
109,0,2.8,7,80,0,23,0,Clothing,L
10,1,4.8,10,80,1,16,1,Electronics,M
26,15,3.2,11,80,11,1,1,Clothing,M
178,18,1.4,6,66,0,1,0,Home_Decor,L
41,0,3.4,4,78,0,20,1,Clothing,XS
10,27,1.1,9,80,2,12,1,Clothing,M
114,0,2.0,6,52,6,15,0,Electronics,L
125,4,3.5,11,40,4,1,0,Clothing,S
115,7,1.0,8,80,5,28,0,Clothing,XL
65,0,4.9,5,80,2,21,1,Clothing,XS
148,0,4.6,4,80,0,6,0,Clothing,XL
17,0,5.0,8,80,8,6,1,Clothing,S
151,34,1.0,12,40,5,11,0,Clothing,XS
16,17,1.9,12,80,13,13,1,Clothing,M
119,14,1.1,5,40,3,7,0,Electronics,L
177,0,1.0,4,43,7,25,0,Clothing,L
66,0,5.0,1,80,0,11,1,Clothing,S
192,3,1.0,6,40,6,23,0,Beauty,S
205,0,1.0,3,58,5,25,1,Sports,L
233,0,1.5,1,80,0,30,1,Clothing,M
143,0,3.2,3,80,0,26,1,Clothing,L
138,6,1.0,4,80,9,30,0,Sports,XS
98,0,4.0,4,40,4,15,0,Clothing,L
151,6,1.0,5,69,7,29,0,Clothing,L
66,4,3.5,1,80,0,22,1,Clothing,NA
55,0,5.0,2,68,2,1,1,Home_Decor,L
190,18,1.7,6,40,1,1,0,Clothing,S
145,0,3.2,4,40,5,7,0,Home_Decor,S
78,29,1.0,11,43,15,6,1,Electronics,L
32,25,1.5,6,43,0,3,1,Clothing,M
75,31,1.0,6,40,0,30,1,Sports,XL
112,0,5.0,5,40,10,1,1,Clothing,L
103,0,2.3,10,80,4,30,0,Clothing,M
101,0,2.7,8,64,4,14,0,Clothing,M
94,31,1.0,5,40,6,2,0,Clothing,M
133,17,1.0,6,80,4,20,0,Clothing,S
51,0,4.7,1,40,4,29,0,Clothing,XS
35,0,5.0,1,40,1,23,0,Clothing,L
194,19,1.0,1,80,0,8,0,Clothing,S
102,26,1.0,6,65,9,23,0,Clothing,S
58,8,1.0,11,80,6,30,0,Electronics,S
137,0,3.5,1,40,4,15,0,Clothing,S
90,0,1.7,6,80,8,30,1,Electronics,XS
107,6,1.0,8,46,9,19,1,Clothing,L
156,8,1.0,7,40,5,15,0,Clothing,M
25,32,1.0,10,42,0,18,1,Clothing,L
55,17,2.4,5,46,7,1,1,Clothing,L
93,0,4.3,1,80,2,15,1,Clothing,XXL
57,0,5.0,11,40,1,1,0,Clothing,XS
107,25,1.0,6,80,4,21,0,Beauty,M
108,0,1.0,1,80,9,30,0,Beauty,S
168,17,1.0,8,80,4,14,0,Clothing,M
185,0,2.6,4,80,10,30,1,Home_Decor,XL
95,15,1.0,10,80,7,30,0,Clothing,L
144,11,1.7,8,74,2,7,0,Clothing,L
10,0,5.0,1,40,2,19,1,Electronics,M
171,7,1.0,11,40,5,11,0,Clothing,L
92,0,4.8,4,40,2,14,0,Clothing,XS
93,14,1.0,4,56,5,13,1,Clothing,L
151,0,5.0,3,64,11,19,1,Clothing,M
134,12,1.7,7,75,1,8,0,Clothing,M
156,0,2.6,4,40,5,9,0,Clothing,S
97,3,1.0,10,80,5,30,0,Clothing,L
106,0,2.2,8,80,3,27,0,Clothing,XS
94,0,5.0,4,46,0,6,0,Home_Decor,XS
153,0,2.3,10,40,3,7,0,Clothing,M
156,8,2.0,7,80,0,16,0,Home_Decor,S
112,16,1.0,7,66,3,13,0,Electronics,L
133,29,1.0,8,72,5,12,0,Electronics,L
103,10,1.0,10,80,5,25,0,Electronics,L
71,4,2.1,8,80,8,20,1,Clothing,M
51,22,1.0,12,53,5,30,1,Clothing,L
10,13,3.8,9,80,4,6,1,Clothing,XL
130,5,1.2,6,40,12,8,1,Beauty,M
26,0,5.0,6,80,2,22,1,Clothing,M
124,0,5.0,4,40,4,1,0,Clothing,XL
130,14,1.0,9,80,5,28,0,Clothing,XS
96,0,5.0,2,40,2,6,0,Beauty,M
83,3,1.4,9,40,8,17,0,Clothing,S
109,49,1.0,8,40,8,9,0,Clothing,XS
175,1,1.0,5,46,9,24,0,Clothing,S
184,0,1.1,2,45,12,20,1,Beauty,M
112,0,3.3,10,40,0,14,0,Clothing,L
107,26,1.0,5,40,4,10,0,Clothing,M
101,0,5.0,7,40,1,1,0,Electronics,XL
35,2,2.8,4,80,0,19,1,Clothing,M
13,19,2.3,12,80,2,8,1,Sports,XXL
107,9,1.0,8,80,5,29,0,Clothing,XL
20,2,1.0,6,80,1,30,1,Clothing,L
120,31,1.0,7,40,5,9,0,Sports,XL
230,0,1.0,3,80,12,30,1,Beauty,L
84,16,1.7,1,80,0,11,1,Clothing,XL
139,5,3.1,1,54,0,1,1,Clothing,S
107,0,5.0,1,40,3,1,0,Home_Decor,M
92,32,1.0,12,80,8,28,0,Clothing,L
91,7,1.2,5,40,1,15,1,Sports,M
164,1,3.4,1,60,0,1,0,Sports,XL
34,10,2.6,6,64,0,12,1,Clothing,XL
128,0,5.0,4,50,8,12,1,Beauty,M
90,0,4.0,4,78,10,13,1,Clothing,XL
82,0,4.3,5,79,0,16,0,Electronics,S
47,0,5.0,5,80,7,18,1,Clothing,M
159,0,3.3,3,40,3,7,0,Sports,M
103,30,1.0,9,80,7,27,0,Electronics,S
93,18,1.0,11,73,9,23,0,Electronics,L
94,12,1.0,8,80,6,25,0,Sports,L
124,0,1.5,8,40,0,24,0,Clothing,S
152,0,3.5,1,80,0,30,1,Clothing,L
83,2,4.3,1,70,1,1,1,Sports,L
155,26,1.0,4,40,4,1,0,Electronics,M
54,7,3.8,7,40,15,1,1,Sports,S
172,20,1.0,5,80,11,30,0,Sports,XL
50,3,1.0,1,79,0,30,1,Clothing,XL
65,0,1.9,8,40,1,27,0,Clothing,S
150,9,1.3,7,80,2,22,1,Clothing,XS
167,0,1.0,1,80,0,30,1,Electronics,L
10,15,5.0,11,80,3,1,1,Clothing,L
90,1,2.8,10,80,15,10,1,Home_Decor,S
103,37,1.0,7,80,7,22,0,Clothing,L
217,0,1.0,1,80,4,28,1,Clothing,M
107,6,1.8,6,80,2,17,0,Clothing,L
93,0,5.0,1,70,0,1,1,Clothing,S
127,1,1.0,3,80,10,30,0,Electronics,M
127,8,1.9,1,80,0,15,1,Clothing,S
108,12,1.0,8,76,4,15,0,Clothing,XL
23,0,5.0,1,40,0,1,0,Clothing,L
141,0,3.2,5,40,3,8,0,Home_Decor,L
65,0,5.0,9,40,0,4,0,Home_Decor,L
68,0,5.0,3,61,5,2,1,Clothing,M
120,16,1.0,4,80,1,15,0,Electronics,XL
19,0,5.0,6,80,7,5,1,Clothing,XS
56,1,3.7,8,80,12,11,1,Clothing,L
69,0,5.0,2,80,0,16,1,Electronics,S
124,0,3.5,5,40,8,1,0,Clothing,M
34,24,5.0,6,40,0,1,1,Home_Decor,M
146,14,1.7,7,56,1,2,0,Clothing,L
238,0,1.0,2,63,10,26,1,Beauty,XL
52,11,1.0,7,80,5,30,1,Clothing,L
110,3,1.6,12,40,3,9,0,Clothing,M
114,12,1.0,10,80,8,30,0,Sports,XL
70,0,5.0,1,40,8,1,0,Clothing,S
120,9,1.1,8,80,4,22,0,Clothing,L
144,17,1.0,7,80,4,13,0,Clothing,L
133,0,3.1,4,40,4,13,0,Clothing,M
57,0,5.0,6,40,1,12,0,Clothing,XS
88,0,1.3,4,80,5,30,0,Clothing,M
86,6,2.1,8,58,1,12,0,Electronics,M
53,0,5.0,6,43,9,6,1,Clothing,S
99,8,1.0,11,80,6,30,0,Electronics,XS
144,8,1.0,3,40,0,30,1,Clothing,M
128,4,1.0,12,40,1,22,0,Clothing,L
51,0,2.9,11,40,0,21,1,Clothing,XL
123,0,4.7,12,40,0,1,0,Clothing,S
179,19,1.0,12,40,5,9,0,Clothing,M
112,7,1.9,8,80,2,13,0,Clothing,M
137,24,1.0,9,80,5,17,0,Clothing,M
206,21,1.0,9,42,8,14,0,Clothing,L
133,0,3.3,3,62,14,3,0,Clothing,M
47,27,1.0,11,40,0,7,1,Clothing,XL
205,0,3.0,1,80,0,26,1,Electronics,M
121,30,1.0,3,40,4,1,0,Clothing,L
131,0,3.5,4,40,4,7,0,Clothing,M
119,0,3.9,2,80,0,19,1,Clothing,XL
133,0,3.3,7,49,5,5,0,Clothing,XL
91,0,4.1,8,80,1,24,0,Clothing,L
220,2,1.0,5,50,9,29,1,Sports,XL
31,0,5.0,9,40,1,6,0,Electronics,XS
95,12,1.0,1,49,2,17,1,Electronics,XL
50,0,1.1,2,80,0,30,1,Home_Decor,S
10,45,1.0,10,40,0,30,1,Clothing,S
155,12,2.5,6,54,0,1,0,Clothing,XS
71,0,5.0,3,40,3,3,0,Electronics,XXL
128,40,1.0,9,64,9,17,0,Clothing,XL
134,0,2.6,1,40,3,27,0,Clothing,XL
10,0,1.0,12,80,7,30,0,Electronics,XL
112,30,1.0,11,80,6,21,0,Home_Decor,M
121,0,3.0,5,80,6,30,1,Clothing,XL
10,5,2.8,7,80,7,22,1,Clothing,XXL
87,0,3.3,9,80,3,25,0,Electronics,M
115,0,2.8,6,80,3,16,0,Home_Decor,S
118,7,1.4,12,40,2,7,0,Home_Decor,L
165,0,4.5,1,80,8,27,1,Beauty,XXL
141,0,4.2,1,78,7,30,0,Clothing,XL
83,2,2.0,5,80,2,22,0,Clothing,XL
42,0,5.0,3,40,4,8,0,Clothing,XL
16,0,5.0,5,43,2,12,0,Clothing,XL
71,32,1.0,11,80,9,29,0,Sports,L
213,0,1.2,1,80,0,30,1,Beauty,L
27,7,3.7,10,80,7,7,1,Clothing,M
80,0,1.0,12,40,2,30,0,Clothing,L
169,0,3.9,10,40,4,1,0,Clothing,M
41,0,5.0,10,80,9,1,1,Home_Decor,XL
163,0,5.0,8,40,1,1,0,Clothing,M
115,24,1.0,3,40,4,6,0,Clothing,S
127,46,1.0,10,40,11,10,0,Clothing,XS
61,0,5.0,1,80,0,17,1,Clothing,L
92,0,5.0,7,40,0,1,0,Sports,M
153,0,3.0,1,48,2,25,0,Clothing,M
12,9,1.0,12,80,2,30,1,Clothing,S
99,0,3.5,7,80,0,23,0,Clothing,M
135,0,2.4,9,80,3,25,0,Clothing,S
182,9,1.4,10,40,6,1,0,Electronics,M
58,23,1.0,6,40,0,16,1,Clothing,M
175,14,1.0,5,80,11,25,0,Clothing,M
108,2,1.0,11,80,6,30,0,Home_Decor,M
10,0,4.8,11,80,11,21,1,Clothing,S
132,0,4.6,1,80,6,20,1,Electronics,XL
38,17,1.0,9,80,7,28,1,Clothing,M
94,0,5.0,9,80,0,28,0,Clothing,S
10,0,5.0,4,80,0,1,1,Electronics,S
139,16,1.0,11,40,5,19,0,Home_Decor,M
21,36,1.0,9,56,4,1,1,Clothing,XS
101,0,1.5,6,53,8,23,0,Clothing,XS
88,0,2.8,2,54,5,29,0,Clothing,L
123,0,1.7,10,40,0,22,0,Clothing,L
61,9,1.0,6,40,7,18,0,Clothing,M
117,0,5.0,1,61,1,1,1,Electronics,L
63,1,2.1,11,80,14,20,1,Clothing,XS
55,1,2.6,8,62,0,17,1,Clothing,XL
104,0,5.0,4,40,1,8,0,Clothing,S
62,0,2.7,7,80,9,30,1,Clothing,L
22,36,1.0,10,53,3,19,1,Electronics,S
139,0,3.9,5,40,0,18,0,Clothing,XL
160,17,1.0,9,80,5,30,0,Clothing,M
48,14,2.8,8,62,1,3,1,Beauty,S
119,25,1.0,9,80,6,21,0,Clothing,L
72,10,1.0,7,73,10,21,1,Clothing,XS
62,0,4.7,4,40,2,14,0,Clothing,L
193,24,2.2,1,40,0,1,1,Beauty,L
145,39,1.0,7,80,7,19,0,Beauty,S
10,0,2.9,12,40,0,30,0,Clothing,M
118,18,1.1,7,40,2,1,0,Clothing,XS
113,0,1.8,10,40,0,22,0,Sports,L
124,0,2.3,9,40,0,19,0,Clothing,M
61,2,3.9,3,71,0,8,1,Clothing,L
10,0,5.0,6,60,8,1,1,Home_Decor,XL
143,0,3.1,1,80,8,21,1,Clothing,M
92,0,5.0,9,80,0,30,0,Clothing,NA
96,7,1.0,4,80,0,30,1,Home_Decor,L
10,0,2.8,8,80,9,30,1,Clothing,S
10,7,1.3,8,80,6,30,1,Clothing,M
143,38,1.0,3,40,8,6,0,Clothing,L
122,12,1.0,10,77,8,30,0,Clothing,M
179,17,1.0,10,40,7,21,0,Clothing,XS
83,0,4.9,6,40,0,13,0,Clothing,S
51,0,5.0,9,40,2,1,0,Electronics,L
142,15,1.4,4,40,3,1,0,Sports,L
130,23,1.0,3,40,4,3,0,Clothing,L
120,0,3.3,12,40,4,1,0,Home_Decor,S
116,8,1.0,3,80,15,30,0,Home_Decor,XL
10,0,5.0,1,80,0,1,1,Electronics,XXL
45,0,2.8,4,80,5,23,1,Clothing,XS
163,25,1.0,12,40,2,1,0,Sports,XS
138,0,1.0,5,71,4,30,0,Clothing,XL
122,50,1.0,11,71,11,24,0,Clothing,XL
98,21,1.0,10,80,7,30,0,Clothing,L
121,0,2.7,7,80,0,21,0,Home_Decor,XL
121,9,1.6,4,58,2,9,0,Clothing,L
132,24,1.0,7,80,6,19,0,Clothing,S
95,35,1.0,8,59,6,19,0,Electronics,L
129,42,1.0,3,40,4,5,0,Sports,L
72,0,5.0,1,40,8,1,0,Electronics,XXL
70,4,3.0,6,75,10,7,0,Clothing,S
162,0,2.7,6,40,2,6,0,Clothing,L
94,15,1.0,9,80,5,30,0,Electronics,L
135,0,2.1,5,40,5,14,0,Clothing,M
116,12,1.0,6,80,3,30,1,Electronics,M
128,0,3.2,6,40,1,9,0,Clothing,XL
71,0,4.1,4,40,5,14,0,Sports,M
117,0,3.1,4,47,8,12,0,Clothing,L
59,17,3.3,4,60,3,1,1,Clothing,XL
34,2,2.0,7,80,6,25,1,Sports,S
10,31,1.0,12,73,6,26,1,Clothing,XXL
106,0,1.8,4,40,1,27,0,Clothing,L
157,0,5.0,7,80,0,14,0,Home_Decor,M
54,17,1.0,6,75,4,18,1,Clothing,M
81,0,2.9,6,58,1,19,0,Clothing,XL
245,11,1.0,1,80,15,30,1,Clothing,S
25,0,4.7,12,80,15,8,0,Clothing,M
136,26,1.0,3,40,3,1,0,Clothing,M
110,0,3.2,7,80,2,15,0,Electronics,M
133,0,3.4,8,40,6,1,0,Electronics,M
122,0,5.0,6,80,0,30,0,Clothing,XXL
100,10,1.0,9,80,7,30,0,Clothing,XL
193,0,1.5,6,40,4,9,0,Sports,M
42,3,3.8,4,80,3,13,1,Beauty,M
12,3,4.5,3,80,0,13,1,Clothing,L
95,0,4.5,6,80,0,16,0,Home_Decor,XS
119,0,4.3,5,80,1,18,0,Electronics,XL
100,0,5.0,4,40,0,1,0,Clothing,XL
140,16,1.0,11,80,5,20,0,Clothing,XL
195,8,1.0,5,46,6,23,1,Clothing,M
177,0,1.0,1,40,0,30,0,Home_Decor,M
118,0,2.1,5,80,2,26,0,Electronics,XS
98,0,5.0,5,80,8,28,1,Electronics,M
71,0,2.8,6,40,1,24,0,Clothing,M
179,0,1.1,4,40,2,24,0,Electronics,XL
80,0,3.0,12,40,0,15,0,Home_Decor,XL
42,9,2.7,5,80,9,12,1,Sports,XXL
102,0,3.4,10,80,4,25,0,Clothing,XL
140,17,1.0,7,76,2,9,0,Electronics,XS
120,27,1.0,4,40,0,21,1,Clothing,L
149,25,1.0,12,52,1,30,0,Electronics,XS
103,1,1.2,9,80,5,30,0,Electronics,M
10,16,1.6,12,80,13,25,1,Clothing,L
222,4,1.0,2,69,8,22,0,Home_Decor,L
36,10,1.0,5,73,0,30,1,Clothing,L
131,16,1.0,5,77,10,24,1,Home_Decor,XS
66,0,1.8,8,80,3,30,0,Clothing,S
120,11,1.1,8,80,3,16,0,Electronics,S
19,0,4.9,6,80,3,11,1,Sports,S
136,19,2.1,1,60,1,1,1,Clothing,S
65,0,2.1,11,40,0,18,0,Clothing,L
75,10,1.3,10,61,3,16,0,Clothing,XL
