product_price,customer_purchase_history,review_rating,delivery_time_days,discount_percentage,previous_returns,days_since_purchase,returned,product_category,size_ordered
36,22,1.0,3,64,5,9,0,Electronics,M
46,0,4.3,6,0,0,30,0,Beauty,XL
10,5,1.0,1,0,0,1,0,Electronics,S
10,0,1.0,1,34,0,18,0,Clothing,S
51,13,5.0,3,0,8,1,0,Sports,XXL
10,0,1.0,1,0,6,1,0,Sports,L
80,0,1.0,5,0,0,15,0,Sports,XL
191,54,2.5,6,75,9,1,1,Beauty,M
15,0,2.3,1,2,0,14,0,Clothing,L
10,0,1.0,1,0,0,8,0,Beauty,L
114,26,1.0,6,43,8,1,0,Beauty,L
50,59,5.0,1,0,0,1,0,Clothing,L
10,13,3.6,2,0,4,7,0,Clothing,L
10,0,1.0,1,0,1,28,0,Clothing,M
36,30,5.0,1,0,2,1,0,Clothing,M
85,0,1.7,3,0,0,1,0,Sports,L
38,40,4.3,2,0,2,1,0,Home_Decor,M
196,0,3.9,3,14,2,1,0,Home_Decor,L
188,0,2.5,3,0,0,1,0,Clothing,M
147,72,5.0,2,26,0,1,0,Home_Decor,L
29,0,1.2,1,27,0,5,0,Home_Decor,L
200,17,5.0,7,0,0,1,0,Clothing,M
10,0,1.0,1,0,5,1,0,Home_Decor,S
203,22,1.2,6,47,2,1,1,Beauty,S
10,13,1.5,1,0,0,1,0,Electronics,L
94,1,3.6,7,0,10,10,0,Electronics,XL
60,15,5.0,1,0,0,1,0,Clothing,XS
117,37,1.3,5,47,8,1,1,Sports,L
10,60,1.9,1,14,9,1,1,Clothing,M
126,30,1.2,4,45,7,1,0,Sports,M
77,58,5.0,1,5,2,1,0,Electronics,XL
10,0,3.2,3,0,2,13,0,Clothing,M
182,0,4.4,1,69,0,1,0,Beauty,M
113,45,5.0,4,0,4,1,0,Home_Decor,XS
80,7,4.5,1,0,0,1,0,Sports,S
87,33,4.4,3,5,4,1,0,Home_Decor,M
118,0,1.0,2,26,0,1,0,Home_Decor,XS
113,38,5.0,6,15,9,6,0,Clothing,L
120,36,1.0,5,21,0,1,1,Home_Decor,M
38,28,5.0,5,0,4,13,0,Beauty,M
73,39,2.9,4,33,2,12,1,Home_Decor,S
62,65,5.0,5,0,2,10,0,Clothing,M
93,56,5.0,1,7,0,1,0,Beauty,L
34,3,5.0,1,10,0,1,0,Electronics,XXL
10,5,1.8,1,11,0,1,0,Home_Decor,S
10,2,1.0,2,0,0,5,0,Clothing,XL
10,17,1.3,2,16,3,10,0,Electronics,L
10,33,2.8,1,67,0,1,1,Electronics,L
10,0,1.0,1,0,1,1,0,Sports,M
183,10,5.0,1,30,0,1,0,Beauty,S
10,0,2.0,1,0,0,1,0,Home_Decor,S
208,0,3.8,7,0,0,1,0,Clothing,L
42,37,5.0,2,14,5,8,0,Sports,M
104,0,4.0,2,0,0,1,0,Beauty,XL
10,6,5.0,1,0,1,3,0,Sports,M
213,0,5.0,7,16,0,11,0,Beauty,S
10,0,5.0,1,0,1,1,0,Beauty,L
293,23,5.0,5,42,0,1,0,Home_Decor,M
10,36,3.1,2,0,0,25,0,Beauty,M
10,0,4.6,1,0,1,6,0,Sports,L
24,1,1.6,1,17,0,5,0,Beauty,XL
37,97,5.0,2,0,0,1,0,Home_Decor,L
31,46,3.5,4,4,3,10,0,Home_Decor,L
13,0,1.0,1,23,0,1,0,Sports,L
18,35,5.0,1,0,0,1,0,Electronics,XL
71,60,5.0,4,0,6,1,0,Electronics,M
10,7,2.3,1,0,0,1,0,Beauty,XS
32,0,2.7,1,9,1,1,0,Clothing,M
121,50,5.0,1,51,0,1,1,Beauty,M
99,0,3.4,3,0,0,2,0,Sports,L
30,0,1.0,1,0,0,1,0,Sports,L
10,28,5.0,1,11,0,1,0,Sports,L
210,4,1.3,6,59,3,1,1,Sports,XS
112,26,5.0,3,0,0,1,0,Sports,L
76,6,3.8,1,7,0,1,0,Home_Decor,M
188,54,5.0,3,59,0,1,1,Electronics,L
100,60,1.5,4,61,3,1,0,Sports,L
128,6,5.0,3,0,5,1,0,Clothing,M
97,48,5.0,2,18,4,1,0,Clothing,S
81,0,1.0,1,0,0,1,0,Clothing,S
36,19,4.7,1,13,5,2,0,Clothing,XL
84,29,4.2,3,6,5,1,0,Home_Decor,XL
145,0,5.0,1,0,2,1,0,Clothing,L
217,54,5.0,5,46,0,1,1,Sports,S
81,0,3.4,3,0,0,1,0,Beauty,M
165,8,2.0,4,19,0,1,1,Clothing,L
37,0,2.1,1,6,0,1,0,Home_Decor,L
73,6,2.9,2,0,0,1,0,Home_Decor,S
32,35,5.0,1,0,0,1,0,Clothing,XS
10,0,2.9,1,0,2,1,0,Beauty,L
292,0,5.0,8,6,0,1,0,Clothing,M
137,0,1.0,1,64,0,1,0,Home_Decor,M
20,43,1.0,2,5,3,1,1,Electronics,XS
10,0,1.0,1,0,0,13,0,Sports,M
76,0,1.0,1,19,3,1,0,Home_Decor,XL
105,0,3.2,3,0,0,11,0,Clothing,XXL
68,42,2.2,6,30,8,13,0,Sports,L
198,0,2.4,3,10,0,1,0,Clothing,M
70,80,5.0,3,8,0,1,0,Clothing,S
43,22,4.0,1,6,5,1,0,Electronics,M
110,28,4.5,5,26,8,1,0,Sports,M
10,0,1.0,1,0,8,1,0,Sports,L
101,0,4.9,1,12,4,1,1,Electronics,M
105,59,5.0,6,19,8,4,0,Home_Decor,M
39,0,4.5,1,0,1,1,0,Clothing,S
240,6,2.8,6,20,0,1,0,Beauty,M
10,33,1.0,1,13,0,5,1,Clothing,S
41,51,2.5,3,41,10,1,1,Clothing,S
181,32,1.0,6,25,0,1,1,Home_Decor,NA
277,0,1.4,7,10,0,1,0,Clothing,M
76,0,1.0,2,0,0,1,0,Electronics,M
10,0,3.6,1,15,0,1,0,Electronics,XL
71,21,1.0,3,41,5,1,0,Sports,NA
27,31,5.0,1,0,0,1,0,Beauty,L
22,1,2.9,2,13,0,22,0,Clothing,XL
50,1,2.6,1,25,4,1,0,Clothing,M
58,58,5.0,1,14,0,1,0,Home_Decor,M
10,37,5.0,1,0,0,9,0,Electronics,M
255,27,2.7,6,15,0,1,0,Beauty,L
26,0,3.5,1,0,0,1,0,Sports,L
10,0,1.0,1,21,0,1,0,Electronics,M
96,26,5.0,1,11,0,1,0,Sports,S
10,0,1.0,1,0,0,15,0,Home_Decor,L
85,26,4.1,2,0,2,1,0,Home_Decor,S
29,30,3.8,3,0,0,5,0,Clothing,L
74,0,2.5,1,36,2,1,0,Beauty,L
66,3,5.0,3,0,6,1,0,Sports,L
100,0,3.3,3,10,0,4,0,Electronics,L
178,31,5.0,2,18,0,1,1,Home_Decor,XL
73,63,4.5,1,72,0,2,1,Clothing,M
154,29,2.7,1,47,0,1,0,Clothing,L
10,28,2.6,3,0,2,9,0,Sports,L
62,0,1.1,1,8,2,1,0,Home_Decor,S
10,0,1.0,1,33,3,3,0,Beauty,XS
77,43,5.0,2,0,1,1,0,Home_Decor,M
113,50,3.5,10,23,10,20,0,Sports,M
230,18,1.2,7,48,0,1,1,Sports,L
11,13,1.0,1,19,3,4,0,Home_Decor,XL
10,39,5.0,2,0,1,15,0,Sports,S
216,30,4.5,7,43,1,1,1,Home_Decor,S
191,67,5.0,6,19,9,1,0,Electronics,XXL
262,73,5.0,8,30,9,1,0,Home_Decor,S
103,23,1.8,1,42,0,1,1,Home_Decor,M
21,19,4.4,1,0,0,1,0,Sports,L
77,0,2.9,7,7,0,30,0,Sports,M
108,28,3.1,2,66,0,10,1,Clothing,S
62,11,5.0,1,5,3,1,0,Clothing,S
10,0,3.7,1,0,7,1,0,Electronics,S
92,36,4.6,3,20,4,1,0,Clothing,L
116,9,5.0,6,0,9,1,0,Home_Decor,M
30,30,5.0,2,0,1,1,0,Sports,M
132,0,1.0,4,35,0,1,1,Clothing,L
10,0,2.6,1,0,3,19,0,Clothing,XL
228,0,1.0,7,80,10,1,1,Electronics,XS
102,29,1.4,1,57,4,1,0,Electronics,M
103,93,3.0,8,80,9,27,0,Home_Decor,L
234,0,5.0,5,20,0,1,0,Sports,M
10,43,5.0,1,0,2,12,0,Electronics,M
10,0,1.0,1,2,0,9,0,Clothing,L
10,33,5.0,6,0,7,28,0,Sports,XL
10,0,1.0,1,0,3,1,0,Sports,XL
31,35,5.0,1,21,0,1,0,Clothing,L
104,0,1.0,1,54,0,1,0,Electronics,L
51,0,4.0,1,5,0,1,0,Clothing,M
119,32,5.0,9,0,10,12,0,Sports,L
166,13,5.0,3,4,0,1,0,Beauty,M
10,0,1.0,1,0,1,1,0,Beauty,S
10,13,1.0,1,53,9,9,1,Home_Decor,L
52,10,5.0,1,18,3,1,1,Clothing,L
10,0,5.0,1,0,0,1,0,Clothing,M
142,10,2.7,6,16,0,16,0,Home_Decor,XL
32,0,1.0,2,0,0,1,0,Home_Decor,XS
10,0,1.0,2,0,0,4,0,Home_Decor,M
94,48,5.0,1,67,0,1,1,Sports,S
76,65,5.0,2,5,1,1,1,Clothing,L
10,0,4.4,2,0,6,2,0,Sports,L
60,44,1.0,3,22,3,1,1,Home_Decor,M
45,0,1.0,1,32,0,1,0,Clothing,L
10,0,1.0,1,0,0,2,0,Sports,M
10,0,1.0,1,0,7,8,0,Sports,L
10,0,1.0,1,0,0,10,0,Home_Decor,M
10,5,5.0,1,0,2,1,0,Clothing,M
223,64,5.0,6,40,0,1,1,Home_Decor,XL
10,0,1.0,1,13,0,3,0,Clothing,M
10,0,1.7,1,1,0,1,0,Beauty,S
11,4,1.7,1,10,0,15,0,Electronics,L
10,0,1.5,3,0,0,16,0,Electronics,XXL
171,81,3.4,9,75,10,9,0,Electronics,M
10,0,5.0,1,0,0,1,0,Home_Decor,S
292,16,5.0,9,3,0,1,0,Beauty,M
10,0,1.0,2,0,3,27,0,Clothing,M
37,34,5.0,3,0,4,6,0,Sports,S
11,58,5.0,1,0,0,1,0,Clothing,L
153,14,4.8,7,0,0,1,0,Sports,NA
130,0,5.0,2,0,0,1,0,Clothing,M
46,7,3.2,1,0,5,1,0,Beauty,M
10,34,1.0,1,30,7,1,1,Sports,M
51,35,1.0,5,43,4,15,0,Home_Decor,S
10,0,2.7,1,0,0,22,0,Clothing,XL
359,0,1.5,10,73,0,1,1,Clothing,M
14,0,3.4,1,0,0,1,0,Sports,M
41,0,5.0,3,0,8,1,0,Home_Decor,L
60,0,2.3,1,8,0,2,0,Home_Decor,M
74,0,1.8,3,0,1,1,0,Beauty,L
10,24,5.0,1,0,0,1,0,Home_Decor,S
59,12,5.0,6,0,10,7,0,Home_Decor,XL
124,60,2.0,5,1,0,1,1,Home_Decor,XL
10,0,1.0,1,0,2,1,0,Electronics,L
224,0,4.3,5,34,0,1,0,Beauty,XXL
197,0,5.0,3,0,0,1,0,Clothing,S
85,23,2.7,1,45,0,5,0,Sports,M
95,21,2.6,1,16,0,1,0,Clothing,L
117,0,3.4,4,0,0,1,0,Beauty,L
37,27,5.0,3,0,2,1,0,Sports,M
78,82,5.0,1,30,0,1,0,Beauty,M
49,7,1.0,2,18,0,9,1,Home_Decor,S
270,0,4.0,7,0,0,1,0,Sports,M
74,0,2.8,1,0,7,1,0,Home_Decor,S
163,29,4.9,4,0,7,1,0,Clothing,L
10,24,4.4,1,0,0,1,0,Clothing,M
103,66,5.0,1,69,0,7,1,Sports,S
187,0,2.2,1,46,0,1,0,Sports,L
46,58,1.6,4,29,4,2,1,Beauty,L
220,59,5.0,6,44,0,1,1,Beauty,XL
73,0,5.0,3,2,0,21,0,Home_Decor,L
107,0,1.3,4,0,0,1,0,Sports,M
47,28,1.0,2,16,0,1,1,Clothing,XL
10,0,1.0,1,0,0,22,0,Beauty,M
139,2,1.0,3,35,0,1,0,Beauty,S
114,0,1.0,2,0,0,1,0,Clothing,L
21,12,2.0,2,0,0,16,0,Beauty,XL
10,0,2.8,1,0,2,1,0,Home_Decor,M
127,0,2.0,1,0,0,1,1,Sports,M
102,8,1.3,4,46,4,3,1,Clothing,S
43,0,1.0,5,0,0,10,0,Sports,S
41,26,3.2,1,35,2,1,0,Beauty,M
29,0,1.0,1,35,0,1,0,Beauty,L
94,12,1.0,4,66,7,9,1,Clothing,S
182,0,4.4,5,6,0,1,0,Home_Decor,XL
24,1,3.9,1,0,0,1,0,Electronics,L
130,43,2.3,5,21,0,1,1,Clothing,L
10,51,5.0,1,0,0,1,0,Electronics,XL
98,0,3.8,2,0,0,1,0,Electronics,S
57,4,4.9,6,0,10,10,0,Home_Decor,M
179,31,5.0,6,0,0,1,0,Electronics,L
10,0,1.0,1,0,2,3,0,Electronics,XL
10,0,1.0,1,0,0,1,0,Home_Decor,L
10,20,5.0,1,0,0,1,0,Electronics,M
69,70,5.0,1,16,0,1,0,Electronics,XL
10,0,1.0,1,0,0,1,0,Electronics,S
112,0,4.1,2,49,0,12,0,Clothing,XL
10,0,1.0,1,0,0,17,0,Clothing,XXL
26,43,4.9,1,18,0,1,0,Clothing,S
88,0,5.0,2,22,5,1,1,Home_Decor,L
319,20,5.0,6,49,0,1,0,Beauty,XS
42,79,2.8,2,66,1,6,0,Electronics,M
107,0,1.0,3,35,0,1,1,Electronics,M
77,26,5.0,1,0,1,1,0,Home_Decor,L
52,64,5.0,1,0,0,1,0,Electronics,XL
41,0,4.5,1,0,1,1,0,Clothing,L
97,30,4.9,1,2,1,1,0,Beauty,M
52,0,1.0,1,59,0,1,0,Sports,XL
66,54,5.0,2,13,2,1,0,Electronics,XXL
10,0,1.0,2,0,0,30,0,Clothing,XS
154,0,3.3,6,0,0,5,0,Sports,NA
247,28,5.0,8,31,0,5,1,Beauty,S
36,25,5.0,1,0,0,1,0,Sports,XL
104,9,1.0,1,10,0,1,0,Clothing,M
63,48,2.9,1,14,0,1,0,Sports,S
81,42,5.0,1,0,0,1,0,Home_Decor,M
157,59,5.0,9,14,9,6,0,Sports,L
10,0,2.7,1,11,0,1,0,Electronics,M
85,45,5.0,6,0,6,10,0,Electronics,S
142,57,5.0,1,17,0,1,1,Home_Decor,L
166,2,2.8,5,59,5,4,1,Clothing,XL
109,56,4.8,2,29,3,1,0,Electronics,M
86,13,1.0,2,16,0,1,0,Beauty,M
186,89,5.0,5,45,1,1,0,Electronics,M
56,17,5.0,1,1,4,1,0,Electronics,XS
131,36,3.2,5,56,7,4,1,Clothing,XL
99,0,1.5,5,0,0,13,0,Sports,XL
25,60,5.0,3,16,3,17,0,Electronics,L
72,0,5.0,1,0,10,1,1,Home_Decor,M
20,59,5.0,2,0,0,1,0,Sports,L
12,0,2.8,3,0,6,1,0,Beauty,L
85,51,5.0,4,13,6,4,0,Clothing,XL
76,23,1.0,4,61,8,6,0,Beauty,L
13,43,1.0,2,27,5,1,0,Sports,L
137,55,2.8,5,3,0,1,1,Sports,L
124,0,4.7,1,0,3,1,0,Sports,M
20,0,2.1,2,0,0,1,0,Beauty,XXL
95,78,5.0,6,27,7,15,0,Sports,M
95,36,3.6,3,41,6,1,1,Beauty,L
10,12,5.0,1,0,3,1,0,Sports,M
10,21,5.0,1,0,0,1,0,Home_Decor,L
90,55,3.9,3,30,2,1,0,Sports,L
205,15,5.0,4,25,0,4,0,Beauty,S
10,0,1.0,1,0,2,1,0,Electronics,S
95,6,1.9,1,0,0,1,0,Sports,L
137,77,1.5,1,55,0,1,1,Electronics,L
169,73,3.9,3,60,0,1,0,Home_Decor,M
135,93,5.0,3,80,0,23,1,Clothing,M
75,43,4.9,5,18,7,14,0,Home_Decor,L
10,0,1.0,2,0,9,4,0,Sports,S
95,0,2.1,3,12,0,5,0,Electronics,M
79,26,5.0,1,0,4,1,0,Electronics,S
10,0,1.0,1,0,0,1,0,Beauty,S
10,0,1.0,1,0,3,28,0,Electronics,M
119,79,5.0,2,17,0,1,0,Beauty,M
10,43,3.1,1,18,0,1,0,Clothing,S
117,40,3.3,5,42,8,5,1,Sports,M
170,2,4.1,4,12,0,1,0,Beauty,M
122,22,1.0,4,48,7,1,0,Clothing,M
10,0,1.0,1,0,2,6,0,Electronics,M
81,59,4.1,1,73,0,1,0,Electronics,XL
271,23,5.0,3,34,0,1,0,Clothing,S
268,43,5.0,4,34,0,1,0,Electronics,M
210,26,3.1,4,29,0,1,0,Clothing,S
195,26,4.0,3,38,0,1,0,Beauty,S
157,17,5.0,2,32,0,1,1,Beauty,L
10,0,1.0,1,0,2,1,0,Clothing,L
73,27,1.0,3,23,1,1,1,Beauty,XL
88,35,2.6,3,19,4,1,0,Beauty,L
10,0,3.7,1,0,0,1,0,Beauty,XXL
190,0,2.4,6,0,0,1,0,Home_Decor,XS
102,61,2.9,1,53,2,1,0,Sports,S
82,43,4.2,5,35,8,11,0,Electronics,XS
68,39,5.0,1,70,0,15,1,Home_Decor,S
50,3,2.6,2,0,7,1,0,Beauty,M
177,0,3.1,2,8,1,1,0,Clothing,L
10,7,4.1,1,0,0,2,0,Beauty,XS
58,20,2.6,2,0,0,2,0,Sports,XL
10,0,1.0,1,0,8,1,0,Beauty,XL
130,0,1.8,3,37,0,7,0,Clothing,M
98,77,5.0,1,13,0,1,0,Sports,S
70,48,5.0,2,1,2,1,0,Beauty,S
29,0,1.0,1,0,0,1,0,Sports,S
10,0,1.0,1,0,4,9,0,Electronics,S
10,0,1.0,1,2,0,26,0,Electronics,M
10,5,5.0,1,0,5,1,0,Beauty,M
61,37,5.0,1,60,0,5,1,Sports,M
231,20,2.6,4,38,0,1,0,Clothing,NA
10,0,1.0,1,0,1,1,0,Beauty,L
69,87,5.0,2,59,0,5,0,Electronics,XL
10,0,1.0,1,0,0,6,0,Electronics,S
10,0,2.1,1,0,0,24,0,Beauty,M
62,5,1.0,4,26,8,3,0,Sports,L
261,4,4.0,7,11,0,1,0,Electronics,S
47,15,1.0,1,0,0,1,0,Sports,XS
90,51,1.9,4,20,3,1,1,Electronics,L
57,55,5.0,1,0,0,1,0,Electronics,L
181,0,2.6,2,11,0,1,0,Home_Decor,M
189,11,5.0,4,18,0,1,0,Electronics,M
10,0,1.0,1,0,10,1,0,Clothing,M
78,37,5.0,4,8,7,5,0,Beauty,XS
12,0,1.1,1,0,4,1,0,Beauty,M
59,6,4.4,5,13,10,17,0,Sports,S
159,4,3.4,2,0,0,1,0,Electronics,S
120,45,5.0,8,20,10,15,0,Clothing,XXL
85,41,5.0,1,6,2,1,0,Sports,L
231,30,2.4,7,65,6,1,1,Home_Decor,L
20,61,5.0,5,0,5,22,0,Sports,M
130,0,1.0,2,0,0,1,0,Sports,M
63,43,5.0,1,19,0,1,0,Electronics,M
10,30,2.0,1,20,0,1,0,Home_Decor,S
10,46,5.0,7,0,5,30,0,Sports,S
25,6,2.5,1,11,0,1,0,Clothing,L
10,0,3.2,4,0,0,30,0,Clothing,L
10,0,2.7,2,0,6,20,0,Beauty,M
10,13,2.4,1,0,2,1,0,Home_Decor,M
19,13,3.6,1,28,2,1,0,Home_Decor,XL
10,62,5.0,2,11,0,27,0,Beauty,S
178,0,3.2,5,19,0,1,1,Sports,M
54,36,5.0,3,0,7,1,0,Home_Decor,M
10,14,5.0,1,0,1,1,0,Clothing,L
376,18,5.0,6,34,0,1,0,Clothing,NA
57,0,1.0,1,25,0,1,0,Electronics,M
76,0,1.0,2,5,0,1,0,Home_Decor,XL
133,0,3.7,3,21,0,8,0,Sports,XL
10,0,1.0,1,27,0,12,0,Beauty,M
13,6,1.7,1,14,0,1,1,Beauty,M
171,1,4.7,4,19,0,1,1,Sports,M
47,0,3.2,1,0,0,1,0,Electronics,XXL
27,0,1.0,1,0,0,1,0,Beauty,S
90,2,1.0,3,14,0,4,0,Home_Decor,L
48,39,4.8,1,15,0,1,0,Electronics,M
31,14,4.6,5,0,10,8,0,Home_Decor,L
117,50,5.0,3,0,5,1,0,Clothing,M
47,14,1.0,1,24,0,1,0,Electronics,L
10,0,1.7,5,0,10,20,0,Beauty,XL
85,36,2.8,4,24,1,3,1,Electronics,XL
33,70,4.0,4,24,4,16,0,Electronics,XL
63,0,1.9,5,0,0,6,0,Electronics,S
178,0,3.5,4,0,0,1,0,Electronics,L
30,44,5.0,2,0,0,1,0,Home_Decor,S
58,25,5.0,1,0,3,1,0,Clothing,M
10,0,2.6,1,0,0,1,0,Sports,M
281,0,5.0,6,8,0,1,0,Electronics,M
86,0,2.0,2,0,0,1,0,Beauty,M
160,100,5.0,1,80,0,5,1,Electronics,NA
321,13,5.0,5,8,0,1,0,Beauty,S
67,0,2.1,1,0,0,1,0,Home_Decor,L
183,39,5.0,8,16,10,1,0,Beauty,M
10,0,1.0,2,0,0,30,0,Sports,S
10,0,1.0,1,2,6,1,0,Clothing,S
62,29,5.0,1,13,5,1,0,Beauty,XL
207,85,5.0,4,20,1,1,0,Beauty,XL
102,0,2.7,3,4,0,1,0,Clothing,XL
44,33,3.8,1,25,1,1,0,Sports,NA
137,0,2.3,3,17,0,1,0,Electronics,M
76,22,5.0,4,0,0,11,0,Beauty,M
57,35,5.0,1,42,4,2,0,Clothing,L
107,82,5.0,5,0,1,1,0,Home_Decor,M
147,78,5.0,5,34,5,1,0,Clothing,M
10,10,2.4,1,0,0,21,0,Home_Decor,M
10,26,5.0,1,0,2,1,0,Sports,L
69,0,1.3,1,23,0,1,0,Electronics,L
103,29,5.0,1,22,0,1,1,Clothing,S
39,7,5.0,1,0,3,1,0,Beauty,M
10,0,1.7,1,0,0,14,0,Sports,L
122,6,2.0,3,0,0,1,0,Clothing,L
64,0,1.1,1,32,0,1,0,Beauty,M
99,4,1.5,2,30,0,1,0,Clothing,L
159,0,3.3,2,3,0,1,0,Home_Decor,XS
10,0,1.0,1,0,2,30,0,Clothing,M
54,32,5.0,4,0,5,3,0,Clothing,L
227,100,5.0,5,69,0,1,1,Clothing,L
10,18,5.0,1,0,3,1,0,Sports,M
204,37,2.9,7,56,9,1,1,Clothing,L
202,0,1.0,6,80,5,6,1,Beauty,L
10,0,1.0,1,0,0,3,0,Home_Decor,L
31,32,5.0,1,0,0,1,0,Home_Decor,L
10,0,1.0,1,0,0,3,0,Clothing,L
133,70,5.0,3,80,0,16,1,Sports,M
10,10,1.8,1,15,2,1,0,Sports,S
10,0,1.0,2,0,1,26,0,Beauty,M
181,0,4.1,5,0,0,1,0,Clothing,M
59,12,3.1,1,40,0,1,0,Home_Decor,L
268,25,5.0,4,42,0,1,0,Sports,M
61,0,3.9,1,5,0,1,0,Clothing,M
10,0,1.0,2,0,0,25,0,Sports,XS
10,34,5.0,1,0,1,8,0,Sports,M
38,1,1.0,1,41,0,1,0,Home_Decor,M
10,38,3.1,1,0,0,1,0,Electronics,L
66,58,5.0,1,69,0,1,1,Beauty,XS
10,0,1.0,1,0,3,1,0,Beauty,L
319,0,5.0,5,30,0,1,0,Home_Decor,XL
53,32,5.0,4,3,7,9,0,Sports,S
136,19,2.6,5,25,10,1,0,Clothing,M
116,0,1.7,3,0,0,1,0,Sports,S
70,0,1.6,1,12,0,1,0,Home_Decor,L
22,0,1.0,1,0,0,1,0,Beauty,L
31,0,1.0,1,0,0,1,0,Sports,M
35,0,1.0,1,11,0,8,0,Beauty,M
61,23,5.0,2,0,5,1,0,Clothing,XL
10,20,5.0,4,0,6,16,0,Beauty,S
10,16,3.5,1,8,4,6,0,Beauty,XS
40,17,3.7,2,9,5,1,0,Electronics,XL
11,0,1.0,2,0,0,1,0,Electronics,L
71,69,5.0,2,22,0,3,0,Electronics,XL
10,29,5.0,1,0,1,11,0,Beauty,L
122,0,2.9,2,29,0,1,0,Home_Decor,XL
10,0,5.0,1,0,6,4,0,Beauty,M
119,26,2.7,6,34,8,3,0,Home_Decor,L
183,0,4.9,6,0,0,5,0,Home_Decor,XL
60,27,3.5,1,24,0,1,0,Electronics,L
144,56,5.0,5,34,9,1,0,Sports,S
16,48,5.0,1,4,0,3,0,Clothing,M
174,34,1.0,6,48,8,1,1,Electronics,S
146,18,4.4,2,20,0,1,1,Electronics,M
120,11,5.0,3,9,10,1,0,Sports,M
63,44,5.0,5,0,3,5,0,Clothing,L
10,0,2.6,1,0,0,14,0,Beauty,L
