product_price,customer_purchase_history,review_rating,delivery_time_days,discount_percentage,previous_returns,days_since_purchase,returned,product_category,size_ordered
73,0,3.6,2,0,0,19,0,Electronics,M
99,0,3.4,1,0,0,1,0,Home_Decor,L
71,0,3.8,1,0,2,1,0,Beauty,L
48,30,4.6,1,62,0,19,1,Sports,L
86,0,3.5,1,5,0,7,0,Electronics,XL
71,36,2.0,2,0,2,1,0,Beauty,L
10,0,1.0,6,21,0,30,0,Sports,XXL
88,0,4.4,3,35,6,1,0,Home_Decor,M
108,20,5.0,6,10,8,1,0,Clothing,L
10,0,3.8,1,0,6,1,0,Electronics,M
36,0,5.0,1,33,2,11,0,Clothing,M
107,18,3.9,1,21,0,1,0,Home_Decor,S
14,0,5.0,4,48,4,21,1,Beauty,L
25,73,1.0,3,40,0,13,1,Beauty,M
48,0,5.0,1,47,5,8,0,Home_Decor,M
28,0,5.0,1,27,0,19,0,Home_Decor,NA
55,3,5.0,1,0,3,3,0,Electronics,XL
94,44,4.8,1,41,8,1,0,Sports,L
69,0,3.1,1,0,0,12,0,Clothing,L
105,54,1.0,10,9,0,24,1,Clothing,XXL
234,25,1.1,5,0,0,1,1,Beauty,L
29,21,5.0,2,9,1,20,0,Beauty,M
53,0,1.0,7,80,6,9,0,Electronics,XL
54,0,5.0,1,52,5,1,0,Home_Decor,L
33,30,5.0,1,37,0,14,0,Clothing,M
85,30,1.0,5,42,0,13,0,Electronics,M
87,0,3.4,1,0,0,2,0,Beauty,M
78,18,5.0,2,39,3,3,1,Beauty,XL
36,28,3.9,1,60,0,17,1,Clothing,M
61,0,5.0,10,57,7,20,0,Beauty,XXL
83,0,2.2,6,56,10,1,0,Beauty,XL
23,34,3.9,7,13,0,30,1,Sports,L
10,0,5.0,1,12,0,22,0,Home_Decor,L
66,42,5.0,1,37,0,4,0,Beauty,M
43,0,2.8,5,80,4,13,0,Sports,XS
69,0,2.7,6,55,5,7,0,Electronics,S
23,0,2.9,1,69,0,13,0,Beauty,L
80,0,3.6,1,0,0,6,0,Electronics,M
68,6,5.0,2,43,2,8,0,Beauty,S
40,31,1.4,1,0,0,2,0,Clothing,M
10,0,1.0,6,13,0,30,0,Sports,XL
87,0,3.7,4,50,4,3,0,Sports,M
79,25,1.0,1,23,0,9,0,Clothing,XL
121,0,1.3,7,69,10,1,0,Home_Decor,M
95,35,1.0,5,25,0,11,0,Sports,M
84,9,5.0,1,46,5,1,0,Electronics,XS
64,15,4.2,1,0,8,1,0,Sports,M
10,2,1.0,3,12,0,29,0,Home_Decor,L
116,14,5.0,1,43,0,1,1,Electronics,M
50,6,5.0,1,49,0,1,0,Electronics,L
13,4,5.0,2,52,9,6,1,Clothing,L
31,0,3.5,4,39,4,16,0,Beauty,L
129,37,3.8,2,3,0,5,1,Clothing,L
32,3,5.0,1,55,0,16,1,Beauty,M
35,0,5.0,1,29,0,13,0,Clothing,L
10,14,5.0,8,4,0,30,1,Beauty,NA
91,6,4.7,2,0,0,7,1,Sports,XL
10,0,1.0,5,5,0,30,0,Electronics,XXL
17,0,5.0,1,16,0,17,0,Beauty,M
103,12,2.7,3,22,0,1,0,Sports,L
162,37,5.0,4,28,8,1,0,Home_Decor,L
10,36,1.0,5,7,1,15,0,Clothing,S
49,12,4.4,1,39,4,1,0,Home_Decor,XL
16,0,1.0,2,0,0,24,0,Sports,L
87,0,4.2,3,23,10,1,0,Home_Decor,S
15,0,3.5,7,69,0,30,0,Home_Decor,S
111,0,5.0,1,0,0,1,0,Sports,XL
20,57,5.0,1,21,2,13,1,Electronics,S
43,10,2.0,1,0,1,1,0,Beauty,S
43,37,5.0,2,0,0,14,0,Clothing,M
137,35,4.5,2,0,0,2,1,Beauty,S
71,19,4.0,3,38,4,2,0,Clothing,XL
10,17,1.0,1,0,0,11,0,Beauty,M
46,0,2.2,4,0,0,16,0,Home_Decor,L
20,0,2.9,2,45,7,8,0,Electronics,XL
41,0,5.0,1,23,1,13,0,Home_Decor,M
57,0,2.9,2,0,0,7,0,Electronics,M
84,0,5.0,1,0,4,1,0,Sports,L
35,0,2.8,5,50,5,15,0,Clothing,M
76,0,4.5,1,0,0,6,0,Clothing,M
43,66,3.5,1,38,0,2,1,Sports,L
41,0,1.0,5,52,0,30,0,Beauty,XL
41,0,3.5,1,0,0,2,0,Sports,L
10,40,2.7,1,63,7,2,1,Sports,XXL
10,21,1.3,1,53,1,17,1,Electronics,L
47,0,3.9,2,60,5,5,0,Sports,L
35,12,1.0,1,18,0,17,0,Clothing,XL
19,2,4.8,1,63,0,20,0,Home_Decor,XS
45,88,1.0,9,39,0,12,1,Electronics,M
100,15,3.5,2,17,5,1,0,Electronics,L
131,27,2.1,9,16,0,11,1,Beauty,L
10,26,1.0,9,16,0,30,1,Home_Decor,S
10,17,1.5,1,0,0,5,0,Electronics,M
10,0,1.0,8,43,0,30,0,Sports,M
62,0,5.0,3,33,3,9,0,Electronics,L
37,0,1.9,1,15,0,17,0,Electronics,XL
16,25,1.0,1,0,0,13,0,Electronics,XL
30,0,5.0,1,42,0,18,0,Beauty,L
20,0,5.0,6,0,4,24,0,Electronics,XL
63,0,5.0,1,41,0,4,0,Electronics,M
10,19,1.0,8,14,0,30,0,Beauty,M
30,30,3.1,5,7,0,23,1,Home_Decor,M
18,0,1.9,1,9,0,16,0,Clothing,L
124,40,5.0,3,27,7,1,0,Beauty,S
46,5,2.4,1,0,1,1,0,Beauty,L
144,32,4.3,3,32,10,1,0,Electronics,L
79,27,5.0,2,35,1,9,0,Electronics,M
10,0,1.0,3,0,0,26,1,Clothing,XXL
85,21,5.0,1,6,3,1,0,Electronics,L
109,24,1.8,5,24,0,9,0,Sports,M
62,0,2.5,3,0,0,12,0,Electronics,M
62,43,2.6,4,33,5,1,1,Electronics,L
30,0,3.7,1,0,4,1,0,Sports,M
64,1,1.0,7,19,0,26,0,Clothing,S
10,0,1.0,9,55,0,30,0,Sports,L
52,0,3.5,1,8,0,15,0,Beauty,XL
66,7,3.3,1,43,6,1,1,Sports,M
160,8,3.9,1,0,0,1,0,Home_Decor,XL
210,0,3.5,7,0,0,1,1,Beauty,XL
175,49,4.6,2,66,4,1,0,Electronics,S
94,96,2.1,1,0,9,1,0,Beauty,L
98,0,2.0,5,18,0,18,0,Clothing,M
214,3,5.0,1,0,10,1,0,Clothing,M
112,13,4.8,1,0,5,1,0,Sports,L
55,47,1.4,1,0,4,1,0,Beauty,L
120,0,5.0,2,0,2,1,0,Electronics,S
42,67,5.0,1,7,0,14,0,Clothing,XL
50,8,5.0,6,9,2,22,0,Electronics,L
63,0,5.0,1,0,0,15,0,Home_Decor,XL
52,0,1.3,2,76,6,1,0,Clothing,M
71,0,2.7,4,51,0,30,1,Sports,XL
41,18,3.6,6,32,2,16,1,Home_Decor,M
10,0,1.0,1,13,0,30,0,Beauty,S
31,0,2.6,1,76,6,7,0,Electronics,L
10,41,5.0,5,40,0,30,1,Clothing,L
29,0,1.6,1,10,0,22,0,Home_Decor,L
10,0,5.0,2,19,0,30,0,Home_Decor,M
86,0,2.4,3,13,0,12,0,Clothing,XS
53,0,5.0,1,21,5,1,0,Beauty,L
170,10,5.0,1,51,0,1,1,Beauty,M
56,0,5.0,2,46,3,10,0,Sports,L
193,2,1.7,6,57,10,1,0,Beauty,M
10,13,1.0,7,0,0,30,0,Sports,XXL
101,36,5.0,6,0,4,9,0,Home_Decor,L
85,0,1.0,1,80,5,1,0,Clothing,L
104,0,3.4,9,0,10,1,0,Beauty,XL
60,61,1.4,3,47,3,1,1,Sports,L
88,42,5.0,1,57,2,1,0,Home_Decor,XS
75,0,2.7,4,0,0,7,0,Beauty,XS
20,0,4.9,1,49,1,13,0,Electronics,L
71,0,2.5,1,15,0,2,0,Home_Decor,M
91,0,4.0,5,70,10,1,0,Beauty,L
10,0,5.0,4,47,0,30,0,Home_Decor,M
53,0,3.1,1,42,7,1,0,Clothing,M
10,0,2.3,1,0,0,26,0,Clothing,M
72,0,3.6,6,22,8,1,0,Clothing,XXL
74,0,5.0,1,24,0,14,1,Electronics,L
10,0,4.1,5,38,3,26,0,Clothing,XL
51,0,1.0,8,9,0,30,0,Electronics,XXL
21,0,5.0,3,15,3,22,0,Clothing,M
22,9,5.0,5,7,0,30,1,Home_Decor,M
42,0,1.4,1,35,0,20,0,Beauty,L
10,32,1.0,9,29,0,30,0,Beauty,XL
43,2,5.0,1,47,0,9,0,Clothing,M
72,0,2.4,6,69,6,8,0,Beauty,NA
39,45,5.0,2,8,0,16,0,Clothing,XS
112,7,4.2,1,0,2,1,0,Clothing,M
42,9,5.0,3,46,0,20,0,Sports,L
10,0,1.0,9,55,0,30,0,Sports,M
10,5,5.0,5,42,1,30,1,Sports,S
16,24,2.5,4,51,3,15,1,Electronics,M
159,0,5.0,2,34,0,1,1,Sports,XS
10,0,5.0,6,80,9,30,1,Clothing,L
51,0,5.0,4,37,3,14,0,Home_Decor,XL
84,13,5.0,3,31,5,3,0,Sports,XL
87,13,5.0,1,25,5,1,0,Sports,L
10,0,1.0,4,20,0,30,0,Home_Decor,M
36,19,5.0,1,21,0,5,0,Clothing,M
62,0,2.9,1,80,5,1,0,Electronics,S
10,47,4.7,6,67,0,30,1,Sports,M
10,100,1.0,4,65,0,9,1,Home_Decor,S
18,1,5.0,3,20,1,23,0,Clothing,XL
14,0,1.6,1,41,0,23,0,Beauty,XL
72,0,5.0,1,25,3,3,0,Electronics,M
70,26,1.0,10,21,0,21,1,Home_Decor,L
45,0,5.0,4,31,1,22,0,Home_Decor,S
36,22,5.0,1,47,2,5,0,Home_Decor,L
10,0,3.3,1,70,1,30,0,Sports,L
28,22,5.0,1,20,0,21,0,Beauty,M
93,0,4.5,6,9,10,1,0,Electronics,M
87,0,3.4,1,2,0,4,0,Clothing,XL
85,0,3.6,2,0,0,17,0,Clothing,L
87,25,2.6,4,23,4,1,1,Beauty,XL
38,21,5.0,1,31,2,9,0,Home_Decor,XL
97,42,5.0,2,0,0,5,0,Home_Decor,NA
47,29,1.0,2,0,0,7,0,Home_Decor,S
131,0,4.5,1,4,0,10,0,Home_Decor,S
10,0,2.4,1,69,0,30,0,Home_Decor,M
100,0,5.0,1,0,1,1,0,Beauty,S
10,0,1.0,6,0,0,30,0,Sports,M
72,0,3.2,1,57,5,1,0,Electronics,L
24,13,5.0,2,9,0,26,0,Home_Decor,L
56,0,4.8,6,44,8,12,0,Sports,M
137,13,2.6,1,14,0,1,0,Clothing,XL
21,0,2.9,1,59,2,7,0,Beauty,XS
75,22,5.0,1,31,3,2,0,Sports,M
10,0,1.0,6,37,0,30,0,Home_Decor,L
10,0,1.0,4,0,0,30,0,Home_Decor,L
158,0,5.0,1,0,0,1,0,Home_Decor,M
130,0,4.6,1,12,0,1,0,Sports,XS
118,7,5.0,1,0,10,1,0,Home_Decor,L
10,8,1.0,2,4,0,30,0,Sports,S
75,0,3.9,4,58,5,6,0,Home_Decor,S
59,14,1.4,2,0,0,7,0,Clothing,L
77,0,3.4,2,11,10,1,0,Clothing,M
33,0,5.0,4,19,2,26,0,Electronics,M
42,0,5.0,1,39,0,20,0,Home_Decor,M
96,0,5.0,4,18,6,1,0,Home_Decor,XXL
12,0,5.0,1,55,0,24,0,Sports,XXL
145,6,5.0,1,0,5,1,0,Sports,M
54,0,3.5,1,57,5,4,0,Home_Decor,M
86,0,3.1,1,1,0,4,0,Electronics,M
65,51,2.3,1,80,2,1,0,Home_Decor,M
72,0,3.7,1,0,0,26,0,Sports,M
26,48,1.0,6,48,4,6,1,Home_Decor,L
58,0,2.7,8,66,9,10,0,Sports,M
58,23,4.8,2,24,0,15,1,Home_Decor,M
10,0,1.6,1,0,0,21,0,Beauty,M
93,39,5.0,1,42,1,1,0,Sports,M
10,71,1.0,1,80,7,18,1,Electronics,M
26,54,5.0,4,0,0,30,0,Beauty,M
32,4,1.0,3,26,0,27,0,Home_Decor,L
71,0,2.9,1,0,0,2,0,Sports,L
10,0,1.6,2,0,0,22,0,Beauty,M
111,0,3.2,3,20,0,7,0,Electronics,L
10,0,5.0,3,20,1,30,0,Sports,M
104,0,4.9,3,41,8,1,0,Beauty,XS
62,0,5.0,5,10,3,16,0,Beauty,L
111,20,3.5,3,72,6,1,0,Beauty,M
10,0,3.4,1,73,0,25,0,Clothing,L
42,17,1.9,10,48,0,27,1,Home_Decor,L
10,0,5.0,1,34,0,21,0,Sports,XL
10,9,1.0,10,43,0,30,0,Sports,XXL
26,0,2.0,3,0,0,18,0,Sports,XS
46,36,5.0,1,12,0,11,0,Beauty,NA
10,0,4.7,1,27,1,20,0,Home_Decor,L
74,9,5.0,2,23,2,5,0,Electronics,L
103,74,1.0,9,28,0,9,1,Sports,XS
144,13,2.9,5,0,2,1,1,Home_Decor,XL
30,17,2.1,5,44,4,12,1,Home_Decor,S
25,0,4.2,1,53,3,14,0,Clothing,XL
10,0,1.2,2,1,0,21,0,Sports,XS
47,3,5.0,1,40,1,7,0,Beauty,L
17,0,5.0,1,40,0,20,0,Home_Decor,M
10,26,1.0,3,26,0,25,0,Home_Decor,M
122,1,4.5,1,80,0,4,1,Electronics,S
38,43,1.2,4,32,4,2,1,Clothing,M
10,0,5.0,1,36,0,25,0,Home_Decor,S
51,0,5.0,1,28,2,5,0,Home_Decor,M
51,52,5.0,1,41,0,1,0,Beauty,L
10,8,1.0,10,23,0,30,0,Beauty,XL
78,0,4.8,6,19,3,13,1,Electronics,L
65,39,2.6,4,0,6,1,0,Electronics,S
10,0,5.0,1,54,10,1,1,Electronics,M
10,27,1.0,9,19,0,30,0,Beauty,M
53,0,4.7,2,48,4,9,0,Beauty,XL
68,19,5.0,1,33,3,6,0,Clothing,XL
10,9,1.0,7,29,0,30,0,Sports,M
10,0,5.0,2,25,1,27,0,Sports,S
75,4,2.4,3,0,0,5,0,Clothing,XL
43,14,5.0,1,33,0,9,0,Sports,XL
10,0,2.5,1,68,0,23,0,Beauty,XL
60,0,4.4,4,43,4,10,0,Sports,XL
28,0,1.0,1,34,0,24,0,Beauty,M
75,0,1.2,6,16,0,30,0,Clothing,S
122,30,5.0,1,33,3,1,0,Electronics,M
10,0,5.0,1,37,0,30,0,Clothing,M
103,27,5.0,1,23,4,1,0,Sports,M
85,17,5.0,7,36,2,13,0,Beauty,M
111,78,1.0,8,21,0,1,1,Sports,M
88,24,5.0,7,0,10,3,0,Sports,M
42,37,1.0,1,1,0,2,0,Electronics,M
50,0,4.6,1,60,3,3,0,Sports,S
61,0,3.5,5,48,10,1,0,Electronics,M
10,0,1.0,1,14,0,20,0,Beauty,XL
10,0,1.3,1,80,1,12,0,Beauty,XL
48,16,5.0,1,0,0,8,0,Electronics,M
86,5,4.9,1,51,3,1,0,Clothing,M
81,39,5.0,2,0,3,4,1,Beauty,XS
10,19,3.9,10,5,1,30,1,Clothing,L
10,52,3.2,7,7,1,30,1,Beauty,M
20,61,1.0,6,34,2,9,1,Beauty,M
41,0,1.0,10,55,0,30,0,Home_Decor,XL
115,0,3.0,3,71,9,1,0,Sports,M
43,0,2.2,5,64,6,6,0,Sports,XS
21,0,5.0,1,24,2,9,0,Clothing,M
42,71,1.0,5,63,2,6,1,Sports,M
96,10,4.0,4,40,7,1,0,Clothing,M
113,33,1.0,1,35,0,1,1,Beauty,XL
15,55,1.0,4,70,2,9,1,Home_Decor,M
45,0,3.5,1,0,0,13,0,Home_Decor,L
108,0,5.0,4,32,7,1,0,Beauty,M
10,0,1.0,7,49,0,30,0,Electronics,M
27,18,1.0,4,2,0,13,0,Electronics,M
118,41,1.0,10,12,0,11,1,Sports,M
21,6,5.0,5,22,2,24,0,Clothing,M
21,0,1.0,4,22,0,30,0,Home_Decor,M
109,28,5.0,4,18,6,1,0,Sports,XL
10,53,1.3,4,57,4,12,1,Beauty,M
10,0,1.1,3,25,0,30,0,Home_Decor,S
74,0,5.0,3,25,7,1,0,Clothing,S
10,0,1.0,4,21,0,30,0,Clothing,XS
10,0,1.0,9,10,0,30,0,Electronics,M
44,51,5.0,2,0,0,21,0,Sports,S
129,0,3.6,1,11,0,1,0,Beauty,XS
87,0,4.9,1,0,1,1,0,Home_Decor,M
76,2,5.0,4,32,3,10,0,Clothing,L
130,1,4.2,1,0,0,1,0,Home_Decor,S
50,0,5.0,4,18,1,22,0,Beauty,M
61,0,4.0,2,9,8,1,0,Home_Decor,L
10,5,1.0,1,24,0,15,0,Sports,NA
10,0,5.0,1,20,0,27,0,Electronics,L
23,84,1.0,1,67,0,9,1,Home_Decor,M
32,0,2.4,1,0,0,7,0,Electronics,L
74,17,1.0,4,5,0,14,0,Beauty,L
20,0,1.0,2,18,0,23,0,Electronics,M
58,20,5.0,1,32,2,3,0,Home_Decor,XL
14,0,5.0,3,46,2,23,0,Home_Decor,M
68,0,3.7,1,0,0,9,0,Clothing,XXL
13,0,4.0,1,49,0,21,0,Home_Decor,L
33,0,3.0,1,0,0,24,0,Electronics,L
110,15,1.6,8,36,0,7,1,Clothing,L
39,0,5.0,2,23,3,15,0,Home_Decor,M
62,28,5.0,2,22,1,8,0,Home_Decor,M
63,0,3.6,1,0,0,1,0,Beauty,XL
112,0,3.3,1,6,0,1,0,Clothing,L
24,0,4.8,1,17,1,15,0,Beauty,XL
48,0,4.4,1,51,0,12,0,Beauty,XL
16,94,1.2,1,54,1,1,1,Beauty,XXL
27,0,1.9,1,0,0,22,0,Sports,L
10,26,1.9,7,0,0,29,1,Beauty,M
17,0,4.0,1,47,3,11,0,Electronics,S
92,0,4.9,6,47,5,7,0,Home_Decor,L
124,0,4.2,1,1,0,1,0,Sports,M
27,0,4.5,1,53,1,13,0,Beauty,M
57,0,2.7,1,0,0,14,0,Home_Decor,M
103,0,2.7,2,43,8,1,0,Clothing,XL
10,54,1.0,5,34,0,25,1,Clothing,XL
105,7,5.0,1,0,2,1,0,Home_Decor,L
127,3,4.6,4,50,5,1,0,Electronics,M
23,0,5.0,6,23,3,25,0,Home_Decor,L
57,8,3.5,3,80,0,13,1,Home_Decor,L
40,0,1.9,1,13,0,23,0,Sports,M
10,30,3.3,4,52,0,30,1,Clothing,M
17,1,1.0,3,0,0,21,0,Clothing,M
10,0,3.3,2,72,0,30,0,Beauty,L
23,4,1.2,2,0,0,18,0,Home_Decor,L
62,0,1.7,1,0,0,7,0,Home_Decor,M
68,0,3.3,1,64,8,1,0,Electronics,XXL
82,57,5.0,1,24,0,6,0,Clothing,S
13,0,5.0,3,53,2,25,0,Electronics,M
33,8,1.0,2,38,0,23,0,Sports,M
135,0,5.0,7,25,10,1,0,Beauty,XS
10,3,1.1,1,0,2,13,0,Electronics,M
32,59,5.0,1,13,0,26,0,Clothing,M
37,0,5.0,2,25,3,17,0,Sports,M
175,38,1.9,7,0,0,1,1,Home_Decor,M
20,0,1.0,4,8,0,18,0,Sports,L
23,45,2.3,3,41,0,19,1,Electronics,M
10,23,5.0,2,39,0,28,0,Clothing,S
20,0,5.0,5,33,3,24,0,Electronics,L
76,16,1.2,4,24,0,5,0,Home_Decor,S
35,11,5.0,1,1,0,20,0,Home_Decor,XL
88,0,4.0,1,0,0,6,0,Clothing,XL
59,0,5.0,1,31,1,4,0,Beauty,M
55,0,5.0,4,14,2,15,0,Sports,XL
53,0,2.3,3,8,0,9,0,Sports,L
24,11,1.0,2,13,0,14,0,Home_Decor,XL
50,4,1.0,4,0,0,11,0,Electronics,L
10,8,1.5,1,10,2,8,0,Electronics,M
73,11,5.0,5,30,5,10,0,Beauty,XL
10,0,5.0,1,15,0,26,0,Electronics,S
25,0,3.7,1,74,1,9,0,Sports,M
45,0,1.0,1,32,0,15,0,Electronics,M
67,0,5.0,6,19,8,5,0,Beauty,M
109,10,5.0,1,0,6,1,0,Sports,M
12,58,1.0,1,0,3,1,0,Electronics,L
80,0,2.9,1,43,7,1,0,Sports,XL
10,26,1.0,3,1,0,30,0,Home_Decor,S
10,54,5.0,1,80,0,30,1,Home_Decor,XXL
10,0,1.8,3,33,0,30,0,Home_Decor,XL
11,21,1.0,1,0,0,7,0,Electronics,S
64,0,3.8,1,0,1,1,0,Beauty,M
86,0,1.8,4,28,0,29,0,Sports,XL
15,0,1.0,4,22,0,30,0,Clothing,L
13,27,1.0,7,0,0,22,0,Home_Decor,L
28,0,4.0,2,48,2,16,0,Home_Decor,L
10,7,5.0,5,38,0,30,0,Clothing,M
41,34,5.0,1,5,0,11,0,Clothing,XS
92,3,5.0,1,36,2,1,0,Electronics,L
94,0,5.0,1,0,9,1,0,Sports,XS
98,59,1.0,8,0,0,1,1,Home_Decor,L
76,0,4.3,1,0,1,3,0,Beauty,XL
10,1,5.0,5,5,0,30,0,Electronics,L
81,4,3.4,1,0,0,1,0,Electronics,NA
87,2,3.1,7,66,7,2,0,Beauty,M
135,10,4.0,1,0,3,1,0,Beauty,L
65,1,4.6,2,45,3,7,0,Beauty,L
94,39,3.0,2,45,6,1,0,Clothing,NA
141,0,5.0,1,0,0,1,0,Home_Decor,L
26,0,5.0,2,28,2,17,0,Clothing,S
10,0,1.0,5,38,0,30,0,Home_Decor,XXL
72,41,5.0,1,25,1,8,1,Clothing,L
24,0,2.7,1,0,0,24,0,Sports,S
82,0,1.9,3,54,0,19,0,Home_Decor,L
12,22,1.6,1,0,0,1,0,Electronics,XL
49,0,3.9,6,43,6,12,0,Home_Decor,L
63,32,1.3,2,8,0,8,0,Home_Decor,M
10,57,1.0,7,40,2,17,1,Home_Decor,XL
10,0,4.9,1,32,0,26,0,Sports,L
10,36,1.3,2,74,7,6,1,Clothing,M
10,17,1.0,5,0,1,18,1,Electronics,S
121,0,4.5,1,0,0,1,0,Clothing,M
10,0,5.0,6,34,3,30,0,Clothing,L
42,0,4.0,1,50,1,8,0,Beauty,XL
10,0,4.4,1,55,0,30,0,Sports,M
47,0,2.4,2,0,0,17,0,Beauty,M
10,86,1.0,8,80,0,30,1,Sports,S
55,0,1.6,1,26,0,29,0,Clothing,L
67,16,1.8,4,0,0,8,0,Clothing,XS
15,13,1.0,7,12,0,29,0,Sports,XS
10,0,1.0,4,20,0,30,0,Clothing,XS
32,0,1.7,1,73,4,7,0,Clothing,L
10,0,4.6,1,41,1,22,0,Electronics,M
57,0,1.0,1,73,0,22,0,Beauty,M
83,0,4.8,1,0,5,1,0,Beauty,XL
32,0,1.9,1,26,0,14,1,Beauty,S
53,25,1.0,8,20,0,22,0,Home_Decor,M
34,29,3.5,1,0,10,1,0,Electronics,XL
66,0,5.0,1,0,1,1,0,Beauty,M
29,0,1.5,1,15,0,29,0,Beauty,L
81,9,5.0,7,36,1,20,0,Electronics,S
134,0,3.5,5,0,0,5,0,Clothing,L
92,0,3.6,2,0,0,9,0,Beauty,M
81,0,4.1,1,11,0,1,0,Clothing,XL
10,33,1.0,6,0,0,22,0,Beauty,M
39,48,1.1,3,0,5,1,0,Sports,M
67,0,4.1,1,0,1,1,0,Home_Decor,L
25,0,3.7,3,31,7,10,0,Beauty,XXL
121,0,5.0,4,18,4,1,1,Sports,S
111,6,5.0,1,14,7,1,0,Electronics,XL
122,42,5.0,3,33,5,1,0,Sports,M
143,35,3.2,1,15,0,1,0,Electronics,L
82,0,2.7,3,15,0,16,0,Beauty,M
67,6,5.0,1,30,0,2,0,Electronics,L
10,0,2.2,2,52,3,20,0,Sports,M
48,0,5.0,1,0,4,1,0,Home_Decor,M
